"salinity","phase","salinity_unit","n","weight_mg","dev_weight","dev_weight_type","rate_type","rate","rate_unit","dev_rate","dev_rate_type","temperature","species","family","condition","type","dissolved_oxygen","do_unit","reference"
"field_seawater","adult","","1",28.95,NA,"","standard",9.93,"uLO2_per_h",NA,"",28.75,"acanthemblemaria_aspera","chaenopsidae","1.5_h_after_collection","none",NA,""," Clarke RD (1992) Effects of microhabitat and metabolic rate on food intake, growth and fecundity of two competing coral reef fishes. Coral Reefs, 11:199-205."
"field_seawater","adult","","1",44.01,NA,"","standard",7.83,"uLO2_per_h",NA,"",28.75,"acanthemblemaria_aspera","chaenopsidae","1.5_h_after_collection","none",NA,""," Clarke RD (1992) Effects of microhabitat and metabolic rate on food intake, growth and fecundity of two competing coral reef fishes. Coral Reefs, 11:199-205."
"field_seawater","adult","","1",51.88,NA,"","standard",7.96,"uLO2_per_h",NA,"",28.75,"acanthemblemaria_aspera","chaenopsidae","1.5_h_after_collection","none",NA,""," Clarke RD (1992) Effects of microhabitat and metabolic rate on food intake, growth and fecundity of two competing coral reef fishes. Coral Reefs, 11:199-205."
"field_seawater","adult","","1",52.99,NA,"","standard",9.83,"uLO2_per_h",NA,"",28.75,"acanthemblemaria_aspera","chaenopsidae","1.5_h_after_collection","none",NA,""," Clarke RD (1992) Effects of microhabitat and metabolic rate on food intake, growth and fecundity of two competing coral reef fishes. Coral Reefs, 11:199-205."
"field_seawater","adult","","1",40.97,NA,"","standard",10.26,"uLO2_per_h",NA,"",28.75,"acanthemblemaria_aspera","chaenopsidae","1.5_h_after_collection","none",NA,""," Clarke RD (1992) Effects of microhabitat and metabolic rate on food intake, growth and fecundity of two competing coral reef fishes. Coral Reefs, 11:199-205."
"field_seawater","adult","","1",43.41,NA,"","standard",13.01,"uLO2_per_h",NA,"",28.75,"acanthemblemaria_aspera","chaenopsidae","1.5_h_after_collection","none",NA,""," Clarke RD (1992) Effects of microhabitat and metabolic rate on food intake, growth and fecundity of two competing coral reef fishes. Coral Reefs, 11:199-205."
"field_seawater","adult","","1",44.26,NA,"","standard",11.33,"uLO2_per_h",NA,"",28.75,"acanthemblemaria_aspera","chaenopsidae","1.5_h_after_collection","none",NA,""," Clarke RD (1992) Effects of microhabitat and metabolic rate on food intake, growth and fecundity of two competing coral reef fishes. Coral Reefs, 11:199-205."
"field_seawater","adult","","1",49.95,NA,"","standard",11.33,"uLO2_per_h",NA,"",28.75,"acanthemblemaria_aspera","chaenopsidae","1.5_h_after_collection","none",NA,""," Clarke RD (1992) Effects of microhabitat and metabolic rate on food intake, growth and fecundity of two competing coral reef fishes. Coral Reefs, 11:199-205."
"field_seawater","adult","","1",50.81,NA,"","standard",11.8,"uLO2_per_h",NA,"",28.75,"acanthemblemaria_aspera","chaenopsidae","1.5_h_after_collection","none",NA,""," Clarke RD (1992) Effects of microhabitat and metabolic rate on food intake, growth and fecundity of two competing coral reef fishes. Coral Reefs, 11:199-205."
"field_seawater","adult","","1",51.93,NA,"","standard",13.01,"uLO2_per_h",NA,"",28.75,"acanthemblemaria_aspera","chaenopsidae","1.5_h_after_collection","none",NA,""," Clarke RD (1992) Effects of microhabitat and metabolic rate on food intake, growth and fecundity of two competing coral reef fishes. Coral Reefs, 11:199-205."
"field_seawater","adult","","1",83.16,NA,"","standard",10.29,"uLO2_per_h",NA,"",28.75,"acanthemblemaria_aspera","chaenopsidae","1.5_h_after_collection","none",NA,""," Clarke RD (1992) Effects of microhabitat and metabolic rate on food intake, growth and fecundity of two competing coral reef fishes. Coral Reefs, 11:199-205."
"field_seawater","adult","","1",78.35,NA,"","standard",10.16,"uLO2_per_h",NA,"",28.75,"acanthemblemaria_aspera","chaenopsidae","1.5_h_after_collection","none",NA,""," Clarke RD (1992) Effects of microhabitat and metabolic rate on food intake, growth and fecundity of two competing coral reef fishes. Coral Reefs, 11:199-205."
"field_seawater","adult","","1",70.49,NA,"","standard",11.38,"uLO2_per_h",NA,"",28.75,"acanthemblemaria_aspera","chaenopsidae","1.5_h_after_collection","none",NA,""," Clarke RD (1992) Effects of microhabitat and metabolic rate on food intake, growth and fecundity of two competing coral reef fishes. Coral Reefs, 11:199-205."
"field_seawater","adult","","1",72.24,NA,"","standard",11.64,"uLO2_per_h",NA,"",28.75,"acanthemblemaria_aspera","chaenopsidae","1.5_h_after_collection","none",NA,""," Clarke RD (1992) Effects of microhabitat and metabolic rate on food intake, growth and fecundity of two competing coral reef fishes. Coral Reefs, 11:199-205."
"field_seawater","adult","","1",77.29,NA,"","standard",13.39,"uLO2_per_h",NA,"",28.75,"acanthemblemaria_aspera","chaenopsidae","1.5_h_after_collection","none",NA,""," Clarke RD (1992) Effects of microhabitat and metabolic rate on food intake, growth and fecundity of two competing coral reef fishes. Coral Reefs, 11:199-205."
"field_seawater","adult","","1",77.94,NA,"","standard",13.32,"uLO2_per_h",NA,"",28.75,"acanthemblemaria_aspera","chaenopsidae","1.5_h_after_collection","none",NA,""," Clarke RD (1992) Effects of microhabitat and metabolic rate on food intake, growth and fecundity of two competing coral reef fishes. Coral Reefs, 11:199-205."
"field_seawater","adult","","1",80.56,NA,"","standard",13.12,"uLO2_per_h",NA,"",28.75,"acanthemblemaria_aspera","chaenopsidae","1.5_h_after_collection","none",NA,""," Clarke RD (1992) Effects of microhabitat and metabolic rate on food intake, growth and fecundity of two competing coral reef fishes. Coral Reefs, 11:199-205."
"field_seawater","adult","","1",82.3,NA,"","standard",12.24,"uLO2_per_h",NA,"",28.75,"acanthemblemaria_aspera","chaenopsidae","1.5_h_after_collection","none",NA,""," Clarke RD (1992) Effects of microhabitat and metabolic rate on food intake, growth and fecundity of two competing coral reef fishes. Coral Reefs, 11:199-205."
"field_seawater","adult","","1",146.46,NA,"","standard",24.09,"uLO2_per_h",NA,"",28.75,"acanthemblemaria_aspera","chaenopsidae","1.5_h_after_collection","none",NA,""," Clarke RD (1992) Effects of microhabitat and metabolic rate on food intake, growth and fecundity of two competing coral reef fishes. Coral Reefs, 11:199-205."
"field_seawater","adult","","1",74.25,NA,"","standard",15.95,"uLO2_per_h",NA,"",28.75,"acanthemblemaria_aspera","chaenopsidae","1.5_h_after_collection","none",NA,""," Clarke RD (1992) Effects of microhabitat and metabolic rate on food intake, growth and fecundity of two competing coral reef fishes. Coral Reefs, 11:199-205."
"field_seawater","juvenile","","1",664000,NA,"","routine",322.38,"mgO2_per_kg_per_h",NA,"",21,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",664000,NA,"","routine",319.75,"mgO2_per_kg_per_h",NA,"",21,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",664000,NA,"","routine",338.53,"mgO2_per_kg_per_h",NA,"",21,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",664000,NA,"","routine",376.83,"mgO2_per_kg_per_h",NA,"",21,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",664000,NA,"","routine",360.74,"mgO2_per_kg_per_h",NA,"",21,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",755000,NA,"","routine",349.32,"mgO2_per_kg_per_h",NA,"",23,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",755000,NA,"","routine",323.58,"mgO2_per_kg_per_h",NA,"",23,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",755000,NA,"","routine",347.06,"mgO2_per_kg_per_h",NA,"",23,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",755000,NA,"","routine",344.81,"mgO2_per_kg_per_h",NA,"",23,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",755000,NA,"","routine",335.18,"mgO2_per_kg_per_h",NA,"",23,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",755000,NA,"","routine",337.41,"mgO2_per_kg_per_h",NA,"",23,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",755000,NA,"","routine",286.35,"mgO2_per_kg_per_h",NA,"",23,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",755000,NA,"","routine",293.99,"mgO2_per_kg_per_h",NA,"",23,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",755000,NA,"","routine",298.55,"mgO2_per_kg_per_h",NA,"",23,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",755000,NA,"","routine",292.13,"mgO2_per_kg_per_h",NA,"",23,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",755000,NA,"","routine",309.24,"mgO2_per_kg_per_h",NA,"",23,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",755000,NA,"","routine",349.49,"mgO2_per_kg_per_h",NA,"",23,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",755000,NA,"","routine",373.19,"mgO2_per_kg_per_h",NA,"",23,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",755000,NA,"","routine",357.24,"mgO2_per_kg_per_h",NA,"",23,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",686000,NA,"","routine",322.97,"mgO2_per_kg_per_h",NA,"",24,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",686000,NA,"","routine",358.83,"mgO2_per_kg_per_h",NA,"",24,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",686000,NA,"","routine",310.58,"mgO2_per_kg_per_h",NA,"",24,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",686000,NA,"","routine",399.64,"mgO2_per_kg_per_h",NA,"",24,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",686000,NA,"","routine",413.11,"mgO2_per_kg_per_h",NA,"",24,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",750000,NA,"","routine",311.15,"mgO2_per_kg_per_h",NA,"",25,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",750000,NA,"","routine",310.49,"mgO2_per_kg_per_h",NA,"",25,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",750000,NA,"","routine",340.4,"mgO2_per_kg_per_h",NA,"",25,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",750000,NA,"","routine",331.6,"mgO2_per_kg_per_h",NA,"",25,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",750000,NA,"","routine",299.18,"mgO2_per_kg_per_h",NA,"",25,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",750000,NA,"","routine",330.95,"mgO2_per_kg_per_h",NA,"",25,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",750000,NA,"","routine",415.71,"mgO2_per_kg_per_h",NA,"",25,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",750000,NA,"","routine",487.98,"mgO2_per_kg_per_h",NA,"",25,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",750000,NA,"","routine",446.24,"mgO2_per_kg_per_h",NA,"",25,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",610000,NA,"","routine",456.91,"mgO2_per_kg_per_h",NA,"",26,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",610000,NA,"","routine",478.44,"mgO2_per_kg_per_h",NA,"",26,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",610000,NA,"","routine",419.68,"mgO2_per_kg_per_h",NA,"",26,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",610000,NA,"","routine",450.13,"mgO2_per_kg_per_h",NA,"",26,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",610000,NA,"","routine",462.16,"mgO2_per_kg_per_h",NA,"",26,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",610000,NA,"","routine",460.27,"mgO2_per_kg_per_h",NA,"",26,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",610000,NA,"","routine",409.97,"mgO2_per_kg_per_h",NA,"",26,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",610000,NA,"","routine",506.81,"mgO2_per_kg_per_h",NA,"",26,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",610000,NA,"","routine",398.46,"mgO2_per_kg_per_h",NA,"",26,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",610000,NA,"","routine",422.78,"mgO2_per_kg_per_h",NA,"",26,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",610000,NA,"","routine",425.62,"mgO2_per_kg_per_h",NA,"",26,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",610000,NA,"","routine",397.67,"mgO2_per_kg_per_h",NA,"",26,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",610000,NA,"","routine",393.35,"mgO2_per_kg_per_h",NA,"",26,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",610000,NA,"","routine",403.91,"mgO2_per_kg_per_h",NA,"",26,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",610000,NA,"","routine",409.28,"mgO2_per_kg_per_h",NA,"",26,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",610000,NA,"","routine",398.71,"mgO2_per_kg_per_h",NA,"",26,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",610000,NA,"","routine",390.11,"mgO2_per_kg_per_h",NA,"",26,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",610000,NA,"","routine",375.9,"mgO2_per_kg_per_h",NA,"",26,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",610000,NA,"","routine",379.26,"mgO2_per_kg_per_h",NA,"",26,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",610000,NA,"","routine",349.03,"mgO2_per_kg_per_h",NA,"",26,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",610000,NA,"","routine",371.69,"mgO2_per_kg_per_h",NA,"",26,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",610000,NA,"","routine",366.02,"mgO2_per_kg_per_h",NA,"",26,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",610000,NA,"","routine",350.35,"mgO2_per_kg_per_h",NA,"",26,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",731000,NA,"","routine",345.81,"mgO2_per_kg_per_h",NA,"",27,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",731000,NA,"","routine",352.69,"mgO2_per_kg_per_h",NA,"",27,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",731000,NA,"","routine",392.63,"mgO2_per_kg_per_h",NA,"",27,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",731000,NA,"","routine",429.58,"mgO2_per_kg_per_h",NA,"",27,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",731000,NA,"","routine",375.27,"mgO2_per_kg_per_h",NA,"",27,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",731000,NA,"","routine",447.94,"mgO2_per_kg_per_h",NA,"",27,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",731000,NA,"","routine",440.42,"mgO2_per_kg_per_h",NA,"",27,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",731000,NA,"","routine",458.2,"mgO2_per_kg_per_h",NA,"",27,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",731000,NA,"","routine",409.88,"mgO2_per_kg_per_h",NA,"",28,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",731000,NA,"","routine",416.3,"mgO2_per_kg_per_h",NA,"",28,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",731000,NA,"","routine",406.43,"mgO2_per_kg_per_h",NA,"",28,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",731000,NA,"","routine",400.26,"mgO2_per_kg_per_h",NA,"",28,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",731000,NA,"","routine",374.85,"mgO2_per_kg_per_h",NA,"",28,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","juvenile","","1",731000,NA,"","routine",384.83,"mgO2_per_kg_per_h",NA,"",28,"sphyrna_lewini","sphyrnidae","empty_guts","none",NA,""," Lowe CG (2001) Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology, 139:447–453."
"field_seawater","adult","","8",11410,780,"sd","standard",264.29,"mgO2_per_kg_per_h",17.09,"se",29,"acanthochromis_polyacanthus","pomacentridae","empty_guts","none",NA,""," Rummer JL, Stecyk JAW, Couturier CS, Watson S-A, Nilsson GE, Munday PL (2013) Elevated CO2 enhances aerobic scope of a coral reef fish. Conservation Physiology 1:1–7."
"34","adult","ppm","",7748.68,4382.41,"sd","standard",286,"mgO2_per_kg_per_h",NA,"",29,"chromis_atripectoralis","pomacentridae","empty_guts","acclimation",NA,"","Johansen JL, Jones GP (2011) Increasing ocean temperature reduces the metabolic performance and swimming ability of coral reef damselfishes. Global Change Biology 17:2971–2979."
"34","adult","ppm","",7748.68,4382.41,"sd","standard",312,"mgO2_per_kg_per_h",NA,"",32,"chromis_atripectoralis","pomacentridae","empty_guts","acclimation",NA,"","Johansen JL, Jones GP (2011) Increasing ocean temperature reduces the metabolic performance and swimming ability of coral reef damselfishes. Global Change Biology 17:2971–2979."
"34","adult","ppm","",8626.7,5054.59,"sd","standard",178,"mgO2_per_kg_per_h",NA,"",29,"chromis_ternatensis","pomacentridae","empty_guts","acclimation",NA,"","Johansen JL, Jones GP (2011) Increasing ocean temperature reduces the metabolic performance and swimming ability of coral reef damselfishes. Global Change Biology 17:2971–2979."
